>>> Training starts at  2024-11-24 02:52:54.050172
Filling replay buffer...
Training...
tensor(7.1847, grad_fn=<MseLossBackward0>)
tensor(8.8475, grad_fn=<MseLossBackward0>)
tensor(309.7329, grad_fn=<MseLossBackward0>)
tensor(113.7554, grad_fn=<MseLossBackward0>)
tensor(59.7627, grad_fn=<MseLossBackward0>)
tensor(82.6516, grad_fn=<MseLossBackward0>)
tensor(17.9397, grad_fn=<MseLossBackward0>)
tensor(4.1063, grad_fn=<MseLossBackward0>)
tensor(7.2970, grad_fn=<MseLossBackward0>)
tensor(1.2496, grad_fn=<MseLossBackward0>)
tensor(33.2862, grad_fn=<MseLossBackward0>)
tensor(8.3233, grad_fn=<MseLossBackward0>)
tensor(1.0812, grad_fn=<MseLossBackward0>)
tensor(5.4931, grad_fn=<MseLossBackward0>)
tensor(153.4816, grad_fn=<MseLossBackward0>)
tensor(75.9237, grad_fn=<MseLossBackward0>)
tensor(2.7593, grad_fn=<MseLossBackward0>)
tensor(77.0877, grad_fn=<MseLossBackward0>)
tensor(148.0171, grad_fn=<MseLossBackward0>)
tensor(2.0448, grad_fn=<MseLossBackward0>)
tensor(33.0765, grad_fn=<MseLossBackward0>)
tensor(2.4773, grad_fn=<MseLossBackward0>)
tensor(2.3665, grad_fn=<MseLossBackward0>)
tensor(3.3571, grad_fn=<MseLossBackward0>)
tensor(17.2968, grad_fn=<MseLossBackward0>)
tensor(49.5429, grad_fn=<MseLossBackward0>)
tensor(7.0027, grad_fn=<MseLossBackward0>)
tensor(92.2003, grad_fn=<MseLossBackward0>)
tensor(64.2834, grad_fn=<MseLossBackward0>)
tensor(135.0125, grad_fn=<MseLossBackward0>)
tensor(1.2708, grad_fn=<MseLossBackward0>)
tensor(65.3494, grad_fn=<MseLossBackward0>)
tensor(173.2243, grad_fn=<MseLossBackward0>)
tensor(32.7282, grad_fn=<MseLossBackward0>)
tensor(3.3618, grad_fn=<MseLossBackward0>)
tensor(12.1304, grad_fn=<MseLossBackward0>)
tensor(44.5473, grad_fn=<MseLossBackward0>)
tensor(50.4694, grad_fn=<MseLossBackward0>)
tensor(69.0759, grad_fn=<MseLossBackward0>)
tensor(99.0376, grad_fn=<MseLossBackward0>)
tensor(2.6852, grad_fn=<MseLossBackward0>)
tensor(124.3950, grad_fn=<MseLossBackward0>)
tensor(156.5056, grad_fn=<MseLossBackward0>)
tensor(146.2250, grad_fn=<MseLossBackward0>)
tensor(16.3505, grad_fn=<MseLossBackward0>)
tensor(47.3004, grad_fn=<MseLossBackward0>)
tensor(50.0697, grad_fn=<MseLossBackward0>)
tensor(37.6435, grad_fn=<MseLossBackward0>)
tensor(22.6413, grad_fn=<MseLossBackward0>)
tensor(141.1596, grad_fn=<MseLossBackward0>)
tensor(9.7547, grad_fn=<MseLossBackward0>)
tensor(40.5133, grad_fn=<MseLossBackward0>)
tensor(116.5966, grad_fn=<MseLossBackward0>)
tensor(224.9626, grad_fn=<MseLossBackward0>)
tensor(1.1763, grad_fn=<MseLossBackward0>)
Episode 34 Mean Rewards -163.98 Epsilon 0.8390674217993218		tensor(48.1776, grad_fn=<MseLossBackward0>)
tensor(67.0195, grad_fn=<MseLossBackward0>)
tensor(22.8143, grad_fn=<MseLossBackward0>)
tensor(23.9697, grad_fn=<MseLossBackward0>)
tensor(63.6573, grad_fn=<MseLossBackward0>)
tensor(43.0749, grad_fn=<MseLossBackward0>)
tensor(5.7082, grad_fn=<MseLossBackward0>)
tensor(137.9957, grad_fn=<MseLossBackward0>)
tensor(50.7768, grad_fn=<MseLossBackward0>)
tensor(8.8536, grad_fn=<MseLossBackward0>)
tensor(74.6369, grad_fn=<MseLossBackward0>)
tensor(7.6785, grad_fn=<MseLossBackward0>)
tensor(95.0322, grad_fn=<MseLossBackward0>)
tensor(137.6216, grad_fn=<MseLossBackward0>)
tensor(56.3403, grad_fn=<MseLossBackward0>)
tensor(88.7045, grad_fn=<MseLossBackward0>)
tensor(27.6686, grad_fn=<MseLossBackward0>)
tensor(3.9943, grad_fn=<MseLossBackward0>)
tensor(4.3577, grad_fn=<MseLossBackward0>)
tensor(2.1229, grad_fn=<MseLossBackward0>)
tensor(173.4024, grad_fn=<MseLossBackward0>)
tensor(3.1664, grad_fn=<MseLossBackward0>)
tensor(5.5603, grad_fn=<MseLossBackward0>)
tensor(22.4230, grad_fn=<MseLossBackward0>)
tensor(5.9967, grad_fn=<MseLossBackward0>)
tensor(11.1765, grad_fn=<MseLossBackward0>)
tensor(2.1776, grad_fn=<MseLossBackward0>)
tensor(53.7958, grad_fn=<MseLossBackward0>)
tensor(1.3004, grad_fn=<MseLossBackward0>)
tensor(258.5451, grad_fn=<MseLossBackward0>)
tensor(3.5687, grad_fn=<MseLossBackward0>)
tensor(4.9484, grad_fn=<MseLossBackward0>)
tensor(20.9649, grad_fn=<MseLossBackward0>)
tensor(62.9066, grad_fn=<MseLossBackward0>)
tensor(1.4379, grad_fn=<MseLossBackward0>)
tensor(16.4951, grad_fn=<MseLossBackward0>)
tensor(65.5361, grad_fn=<MseLossBackward0>)
tensor(1.2734, grad_fn=<MseLossBackward0>)
tensor(4.5744, grad_fn=<MseLossBackward0>)
tensor(5.7834, grad_fn=<MseLossBackward0>)
tensor(28.7528, grad_fn=<MseLossBackward0>)
tensor(111.0793, grad_fn=<MseLossBackward0>)
tensor(16.1906, grad_fn=<MseLossBackward0>)
tensor(11.9738, grad_fn=<MseLossBackward0>)
tensor(66.3429, grad_fn=<MseLossBackward0>)
tensor(29.4880, grad_fn=<MseLossBackward0>)
tensor(100.3078, grad_fn=<MseLossBackward0>)
tensor(2.5878, grad_fn=<MseLossBackward0>)
tensor(51.6622, grad_fn=<MseLossBackward0>)
tensor(82.4318, grad_fn=<MseLossBackward0>)
tensor(189.2412, grad_fn=<MseLossBackward0>)
tensor(156.9928, grad_fn=<MseLossBackward0>)
tensor(149.4231, grad_fn=<MseLossBackward0>)
tensor(126.6307, grad_fn=<MseLossBackward0>)
tensor(2.4179, grad_fn=<MseLossBackward0>)
tensor(1.2509, grad_fn=<MseLossBackward0>)
tensor(2.0338, grad_fn=<MseLossBackward0>)
tensor(154.0560, grad_fn=<MseLossBackward0>)
tensor(85.3385, grad_fn=<MseLossBackward0>)
tensor(10.1926, grad_fn=<MseLossBackward0>)
tensor(2.7022, grad_fn=<MseLossBackward0>)
tensor(102.4208, grad_fn=<MseLossBackward0>)
tensor(9.8179, grad_fn=<MseLossBackward0>)
tensor(121.2560, grad_fn=<MseLossBackward0>)
tensor(10.9239, grad_fn=<MseLossBackward0>)
tensor(19.1919, grad_fn=<MseLossBackward0>)
tensor(5.8226, grad_fn=<MseLossBackward0>)
tensor(1.8321, grad_fn=<MseLossBackward0>)
tensor(50.6984, grad_fn=<MseLossBackward0>)
tensor(461.6277, grad_fn=<MseLossBackward0>)
tensor(156.0776, grad_fn=<MseLossBackward0>)
tensor(24.1349, grad_fn=<MseLossBackward0>)
tensor(30.5221, grad_fn=<MseLossBackward0>)
tensor(12.6586, grad_fn=<MseLossBackward0>)
tensor(1.2991, grad_fn=<MseLossBackward0>)
tensor(8.3169, grad_fn=<MseLossBackward0>)
tensor(23.5400, grad_fn=<MseLossBackward0>)
tensor(61.3345, grad_fn=<MseLossBackward0>)
tensor(63.3560, grad_fn=<MseLossBackward0>)
tensor(101.4716, grad_fn=<MseLossBackward0>)
tensor(12.2053, grad_fn=<MseLossBackward0>)
tensor(78.3217, grad_fn=<MseLossBackward0>)
tensor(59.0308, grad_fn=<MseLossBackward0>)
tensor(95.8492, grad_fn=<MseLossBackward0>)
tensor(50.1212, grad_fn=<MseLossBackward0>)
tensor(8.4130, grad_fn=<MseLossBackward0>)
tensor(3.0434, grad_fn=<MseLossBackward0>)
tensor(56.6956, grad_fn=<MseLossBackward0>)
tensor(46.6548, grad_fn=<MseLossBackward0>)
tensor(95.7429, grad_fn=<MseLossBackward0>)
tensor(13.0593, grad_fn=<MseLossBackward0>)
tensor(1.6609, grad_fn=<MseLossBackward0>)
tensor(70.5225, grad_fn=<MseLossBackward0>)
tensor(74.9920, grad_fn=<MseLossBackward0>)
tensor(9.6392, grad_fn=<MseLossBackward0>)
tensor(35.7937, grad_fn=<MseLossBackward0>)
tensor(127.8100, grad_fn=<MseLossBackward0>)
tensor(130.1054, grad_fn=<MseLossBackward0>)
tensor(25.6592, grad_fn=<MseLossBackward0>)
tensor(11.2053, grad_fn=<MseLossBackward0>)
tensor(90.8345, grad_fn=<MseLossBackward0>)
tensor(33.6105, grad_fn=<MseLossBackward0>)
tensor(164.1953, grad_fn=<MseLossBackward0>)
tensor(17.0882, grad_fn=<MseLossBackward0>)
tensor(79.7892, grad_fn=<MseLossBackward0>)
tensor(2.8225, grad_fn=<MseLossBackward0>)
tensor(1.6750, grad_fn=<MseLossBackward0>)
tensor(129.2858, grad_fn=<MseLossBackward0>)
tensor(1.5632, grad_fn=<MseLossBackward0>)
tensor(43.6117, grad_fn=<MseLossBackward0>)
tensor(4.1867, grad_fn=<MseLossBackward0>)
tensor(219.8609, grad_fn=<MseLossBackward0>)
tensor(24.4281, grad_fn=<MseLossBackward0>)
tensor(11.4555, grad_fn=<MseLossBackward0>)
tensor(172.8014, grad_fn=<MseLossBackward0>)
tensor(275.0162, grad_fn=<MseLossBackward0>)
tensor(3.8218, grad_fn=<MseLossBackward0>)
tensor(184.4069, grad_fn=<MseLossBackward0>)
tensor(53.9981, grad_fn=<MseLossBackward0>)
tensor(1.2439, grad_fn=<MseLossBackward0>)
tensor(128.1806, grad_fn=<MseLossBackward0>)
tensor(5.4360, grad_fn=<MseLossBackward0>)
tensor(3.6065, grad_fn=<MseLossBackward0>)
tensor(6.1621, grad_fn=<MseLossBackward0>)
tensor(37.8864, grad_fn=<MseLossBackward0>)
tensor(51.9088, grad_fn=<MseLossBackward0>)
tensor(1.4475, grad_fn=<MseLossBackward0>)
tensor(127.6258, grad_fn=<MseLossBackward0>)
tensor(19.3898, grad_fn=<MseLossBackward0>)
tensor(24.5140, grad_fn=<MseLossBackward0>)
tensor(3.3309, grad_fn=<MseLossBackward0>)
tensor(111.8017, grad_fn=<MseLossBackward0>)
Episode 35 Mean Rewards -166.47 Epsilon 0.8348720846903251		tensor(1.9203, grad_fn=<MseLossBackward0>)
tensor(21.5019, grad_fn=<MseLossBackward0>)
tensor(1.9051, grad_fn=<MseLossBackward0>)
tensor(45.0833, grad_fn=<MseLossBackward0>)
tensor(1.8327, grad_fn=<MseLossBackward0>)
tensor(32.4161, grad_fn=<MseLossBackward0>)
tensor(135.8020, grad_fn=<MseLossBackward0>)
tensor(5.2994, grad_fn=<MseLossBackward0>)
tensor(3.6810, grad_fn=<MseLossBackward0>)
tensor(3.6182, grad_fn=<MseLossBackward0>)
tensor(58.8412, grad_fn=<MseLossBackward0>)
tensor(17.9795, grad_fn=<MseLossBackward0>)
tensor(104.1908, grad_fn=<MseLossBackward0>)
tensor(40.5358, grad_fn=<MseLossBackward0>)
tensor(13.3153, grad_fn=<MseLossBackward0>)
tensor(52.9078, grad_fn=<MseLossBackward0>)
tensor(1.7254, grad_fn=<MseLossBackward0>)
tensor(84.9069, grad_fn=<MseLossBackward0>)
tensor(76.5120, grad_fn=<MseLossBackward0>)
tensor(8.3701, grad_fn=<MseLossBackward0>)
tensor(159.0754, grad_fn=<MseLossBackward0>)
tensor(43.8554, grad_fn=<MseLossBackward0>)
tensor(1.6448, grad_fn=<MseLossBackward0>)
tensor(49.7929, grad_fn=<MseLossBackward0>)
tensor(2.9700, grad_fn=<MseLossBackward0>)
tensor(1.9579, grad_fn=<MseLossBackward0>)
tensor(9.8811, grad_fn=<MseLossBackward0>)
tensor(4.3514, grad_fn=<MseLossBackward0>)
tensor(3.7241, grad_fn=<MseLossBackward0>)
tensor(78.8357, grad_fn=<MseLossBackward0>)
tensor(1.0433, grad_fn=<MseLossBackward0>)
tensor(84.6252, grad_fn=<MseLossBackward0>)
tensor(13.5118, grad_fn=<MseLossBackward0>)
tensor(6.1393, grad_fn=<MseLossBackward0>)
tensor(1.6045, grad_fn=<MseLossBackward0>)
tensor(2.4579, grad_fn=<MseLossBackward0>)
tensor(88.9139, grad_fn=<MseLossBackward0>)
tensor(80.0024, grad_fn=<MseLossBackward0>)
tensor(362.9715, grad_fn=<MseLossBackward0>)
tensor(242.1294, grad_fn=<MseLossBackward0>)
tensor(19.8475, grad_fn=<MseLossBackward0>)
tensor(45.0747, grad_fn=<MseLossBackward0>)
tensor(221.2010, grad_fn=<MseLossBackward0>)
tensor(2.3739, grad_fn=<MseLossBackward0>)
tensor(93.0454, grad_fn=<MseLossBackward0>)
tensor(56.2560, grad_fn=<MseLossBackward0>)
tensor(2.8811, grad_fn=<MseLossBackward0>)
tensor(16.9214, grad_fn=<MseLossBackward0>)
tensor(1.1436, grad_fn=<MseLossBackward0>)
tensor(7.6606, grad_fn=<MseLossBackward0>)
tensor(6.2373, grad_fn=<MseLossBackward0>)
tensor(21.9377, grad_fn=<MseLossBackward0>)
tensor(1.3539, grad_fn=<MseLossBackward0>)
tensor(107.2004, grad_fn=<MseLossBackward0>)
tensor(18.5567, grad_fn=<MseLossBackward0>)
tensor(1.5764, grad_fn=<MseLossBackward0>)
tensor(448.6899, grad_fn=<MseLossBackward0>)
tensor(190.1597, grad_fn=<MseLossBackward0>)
tensor(18.9500, grad_fn=<MseLossBackward0>)
tensor(35.3608, grad_fn=<MseLossBackward0>)
tensor(130.9135, grad_fn=<MseLossBackward0>)
tensor(13.6472, grad_fn=<MseLossBackward0>)
tensor(6.4314, grad_fn=<MseLossBackward0>)
tensor(3.4812, grad_fn=<MseLossBackward0>)
tensor(331.2095, grad_fn=<MseLossBackward0>)
tensor(1.5318, grad_fn=<MseLossBackward0>)
tensor(29.2646, grad_fn=<MseLossBackward0>)
tensor(65.1750, grad_fn=<MseLossBackward0>)
tensor(2.4146, grad_fn=<MseLossBackward0>)
tensor(177.5373, grad_fn=<MseLossBackward0>)
tensor(2.5937, grad_fn=<MseLossBackward0>)
tensor(3.5334, grad_fn=<MseLossBackward0>)
tensor(76.0007, grad_fn=<MseLossBackward0>)
tensor(3.2582, grad_fn=<MseLossBackward0>)
Episode 36 Mean Rewards -161.73 Epsilon 0.8306977242668735		tensor(80.8875, grad_fn=<MseLossBackward0>)
tensor(1.9050, grad_fn=<MseLossBackward0>)
tensor(85.7306, grad_fn=<MseLossBackward0>)
tensor(70.6996, grad_fn=<MseLossBackward0>)
tensor(121.3202, grad_fn=<MseLossBackward0>)
tensor(8.0101, grad_fn=<MseLossBackward0>)
tensor(105.9764, grad_fn=<MseLossBackward0>)
tensor(2.1559, grad_fn=<MseLossBackward0>)
tensor(252.3610, grad_fn=<MseLossBackward0>)
tensor(1.8114, grad_fn=<MseLossBackward0>)
tensor(2.9932, grad_fn=<MseLossBackward0>)
tensor(6.8330, grad_fn=<MseLossBackward0>)
tensor(336.6251, grad_fn=<MseLossBackward0>)
tensor(39.3039, grad_fn=<MseLossBackward0>)
tensor(1.2738, grad_fn=<MseLossBackward0>)
tensor(101.5180, grad_fn=<MseLossBackward0>)
tensor(1.9414, grad_fn=<MseLossBackward0>)
tensor(10.0621, grad_fn=<MseLossBackward0>)
tensor(5.3726, grad_fn=<MseLossBackward0>)
tensor(1.0048, grad_fn=<MseLossBackward0>)
tensor(176.1606, grad_fn=<MseLossBackward0>)
tensor(46.2912, grad_fn=<MseLossBackward0>)
tensor(58.8422, grad_fn=<MseLossBackward0>)
tensor(1.4186, grad_fn=<MseLossBackward0>)
tensor(1.2842, grad_fn=<MseLossBackward0>)
tensor(56.8969, grad_fn=<MseLossBackward0>)
tensor(2.6466, grad_fn=<MseLossBackward0>)
tensor(13.4759, grad_fn=<MseLossBackward0>)
tensor(47.3254, grad_fn=<MseLossBackward0>)
tensor(8.3355, grad_fn=<MseLossBackward0>)
tensor(174.4165, grad_fn=<MseLossBackward0>)
tensor(238.6234, grad_fn=<MseLossBackward0>)
tensor(44.4454, grad_fn=<MseLossBackward0>)
tensor(23.6940, grad_fn=<MseLossBackward0>)
tensor(63.1928, grad_fn=<MseLossBackward0>)
tensor(2.0084, grad_fn=<MseLossBackward0>)
tensor(2.4947, grad_fn=<MseLossBackward0>)
tensor(36.1144, grad_fn=<MseLossBackward0>)
tensor(2.2501, grad_fn=<MseLossBackward0>)
tensor(63.1271, grad_fn=<MseLossBackward0>)
tensor(47.3041, grad_fn=<MseLossBackward0>)
tensor(22.7067, grad_fn=<MseLossBackward0>)
tensor(18.2423, grad_fn=<MseLossBackward0>)
tensor(57.1787, grad_fn=<MseLossBackward0>)
tensor(104.7856, grad_fn=<MseLossBackward0>)
tensor(1.2177, grad_fn=<MseLossBackward0>)
tensor(14.0927, grad_fn=<MseLossBackward0>)
tensor(2.3123, grad_fn=<MseLossBackward0>)
tensor(84.7215, grad_fn=<MseLossBackward0>)
tensor(3.2916, grad_fn=<MseLossBackward0>)
tensor(147.2906, grad_fn=<MseLossBackward0>)
tensor(197.0263, grad_fn=<MseLossBackward0>)
tensor(1.3352, grad_fn=<MseLossBackward0>)
tensor(3.8920, grad_fn=<MseLossBackward0>)
tensor(8.9607, grad_fn=<MseLossBackward0>)
tensor(70.7108, grad_fn=<MseLossBackward0>)
tensor(3.1226, grad_fn=<MseLossBackward0>)
tensor(8.8452, grad_fn=<MseLossBackward0>)
tensor(55.9454, grad_fn=<MseLossBackward0>)
tensor(8.7093, grad_fn=<MseLossBackward0>)
tensor(12.4191, grad_fn=<MseLossBackward0>)
tensor(6.7869, grad_fn=<MseLossBackward0>)
tensor(11.9545, grad_fn=<MseLossBackward0>)
tensor(1.1426, grad_fn=<MseLossBackward0>)
tensor(52.7169, grad_fn=<MseLossBackward0>)
tensor(69.2078, grad_fn=<MseLossBackward0>)
tensor(72.4165, grad_fn=<MseLossBackward0>)
tensor(22.6567, grad_fn=<MseLossBackward0>)
tensor(74.8913, grad_fn=<MseLossBackward0>)
tensor(6.5805, grad_fn=<MseLossBackward0>)
tensor(137.5086, grad_fn=<MseLossBackward0>)
tensor(5.2661, grad_fn=<MseLossBackward0>)
tensor(20.7615, grad_fn=<MseLossBackward0>)
tensor(49.4792, grad_fn=<MseLossBackward0>)
tensor(33.9920, grad_fn=<MseLossBackward0>)
tensor(107.5032, grad_fn=<MseLossBackward0>)
tensor(59.4037, grad_fn=<MseLossBackward0>)
tensor(4.3918, grad_fn=<MseLossBackward0>)
tensor(102.4127, grad_fn=<MseLossBackward0>)
tensor(29.0496, grad_fn=<MseLossBackward0>)
tensor(24.2377, grad_fn=<MseLossBackward0>)
tensor(23.3418, grad_fn=<MseLossBackward0>)
tensor(1.6300, grad_fn=<MseLossBackward0>)
tensor(7.7980, grad_fn=<MseLossBackward0>)
tensor(4.8073, grad_fn=<MseLossBackward0>)
tensor(66.8198, grad_fn=<MseLossBackward0>)
tensor(5.2967, grad_fn=<MseLossBackward0>)
tensor(47.2644, grad_fn=<MseLossBackward0>)
tensor(3.8232, grad_fn=<MseLossBackward0>)
tensor(136.9052, grad_fn=<MseLossBackward0>)
tensor(1.8527, grad_fn=<MseLossBackward0>)
tensor(25.4843, grad_fn=<MseLossBackward0>)
tensor(4.9365, grad_fn=<MseLossBackward0>)
tensor(64.6369, grad_fn=<MseLossBackward0>)
tensor(111.2549, grad_fn=<MseLossBackward0>)
tensor(41.4150, grad_fn=<MseLossBackward0>)
tensor(1.2274, grad_fn=<MseLossBackward0>)
tensor(7.3447, grad_fn=<MseLossBackward0>)
tensor(30.9663, grad_fn=<MseLossBackward0>)
tensor(58.0480, grad_fn=<MseLossBackward0>)
tensor(88.9862, grad_fn=<MseLossBackward0>)
tensor(238.7441, grad_fn=<MseLossBackward0>)
tensor(32.0169, grad_fn=<MseLossBackward0>)
tensor(178.6136, grad_fn=<MseLossBackward0>)
tensor(27.2149, grad_fn=<MseLossBackward0>)
tensor(66.3422, grad_fn=<MseLossBackward0>)
tensor(77.0632, grad_fn=<MseLossBackward0>)
tensor(1.2716, grad_fn=<MseLossBackward0>)
tensor(22.6428, grad_fn=<MseLossBackward0>)
tensor(51.6264, grad_fn=<MseLossBackward0>)
tensor(2.6850, grad_fn=<MseLossBackward0>)
Episode 37 Mean Rewards -160.63 Epsilon 0.8265442356455391		tensor(130.2956, grad_fn=<MseLossBackward0>)
tensor(11.5622, grad_fn=<MseLossBackward0>)
tensor(143.2845, grad_fn=<MseLossBackward0>)
tensor(133.8721, grad_fn=<MseLossBackward0>)
tensor(4.4200, grad_fn=<MseLossBackward0>)
tensor(2.7343, grad_fn=<MseLossBackward0>)
tensor(54.0771, grad_fn=<MseLossBackward0>)
tensor(16.0139, grad_fn=<MseLossBackward0>)
tensor(198.1936, grad_fn=<MseLossBackward0>)
tensor(149.1848, grad_fn=<MseLossBackward0>)
tensor(14.6044, grad_fn=<MseLossBackward0>)
tensor(1.9425, grad_fn=<MseLossBackward0>)
tensor(2.1008, grad_fn=<MseLossBackward0>)
tensor(30.7544, grad_fn=<MseLossBackward0>)
tensor(19.9399, grad_fn=<MseLossBackward0>)
tensor(121.4956, grad_fn=<MseLossBackward0>)
tensor(1.3968, grad_fn=<MseLossBackward0>)
tensor(125.6079, grad_fn=<MseLossBackward0>)
tensor(1.9447, grad_fn=<MseLossBackward0>)
tensor(160.7565, grad_fn=<MseLossBackward0>)
tensor(47.8274, grad_fn=<MseLossBackward0>)
tensor(94.5583, grad_fn=<MseLossBackward0>)
tensor(103.0003, grad_fn=<MseLossBackward0>)
tensor(61.0845, grad_fn=<MseLossBackward0>)
tensor(98.0056, grad_fn=<MseLossBackward0>)
tensor(4.6727, grad_fn=<MseLossBackward0>)
tensor(3.0132, grad_fn=<MseLossBackward0>)
tensor(5.8341, grad_fn=<MseLossBackward0>)
tensor(265.9024, grad_fn=<MseLossBackward0>)
tensor(3.0713, grad_fn=<MseLossBackward0>)
tensor(2.4543, grad_fn=<MseLossBackward0>)
tensor(8.5784, grad_fn=<MseLossBackward0>)
tensor(17.3921, grad_fn=<MseLossBackward0>)
tensor(148.4748, grad_fn=<MseLossBackward0>)
tensor(52.4709, grad_fn=<MseLossBackward0>)
tensor(32.7198, grad_fn=<MseLossBackward0>)
tensor(4.4996, grad_fn=<MseLossBackward0>)
tensor(2.9984, grad_fn=<MseLossBackward0>)
tensor(1.3702, grad_fn=<MseLossBackward0>)
tensor(2.8393, grad_fn=<MseLossBackward0>)
tensor(1.4148, grad_fn=<MseLossBackward0>)
tensor(44.1733, grad_fn=<MseLossBackward0>)
tensor(151.3401, grad_fn=<MseLossBackward0>)
tensor(9.0066, grad_fn=<MseLossBackward0>)
tensor(24.2350, grad_fn=<MseLossBackward0>)
tensor(77.2858, grad_fn=<MseLossBackward0>)
tensor(2.7046, grad_fn=<MseLossBackward0>)
tensor(3.3333, grad_fn=<MseLossBackward0>)
tensor(15.3688, grad_fn=<MseLossBackward0>)
tensor(93.7827, grad_fn=<MseLossBackward0>)
tensor(4.4909, grad_fn=<MseLossBackward0>)
tensor(3.5980, grad_fn=<MseLossBackward0>)
tensor(224.1786, grad_fn=<MseLossBackward0>)
tensor(45.5399, grad_fn=<MseLossBackward0>)
tensor(2.8877, grad_fn=<MseLossBackward0>)
tensor(65.4863, grad_fn=<MseLossBackward0>)
tensor(78.3783, grad_fn=<MseLossBackward0>)
tensor(46.4325, grad_fn=<MseLossBackward0>)
tensor(65.8414, grad_fn=<MseLossBackward0>)
tensor(10.4356, grad_fn=<MseLossBackward0>)
tensor(122.0837, grad_fn=<MseLossBackward0>)
tensor(3.5119, grad_fn=<MseLossBackward0>)
tensor(153.4270, grad_fn=<MseLossBackward0>)
tensor(10.5518, grad_fn=<MseLossBackward0>)
tensor(7.3020, grad_fn=<MseLossBackward0>)
tensor(7.1862, grad_fn=<MseLossBackward0>)
tensor(1.1112, grad_fn=<MseLossBackward0>)
tensor(4.2424, grad_fn=<MseLossBackward0>)
tensor(6.9549, grad_fn=<MseLossBackward0>)
tensor(83.6068, grad_fn=<MseLossBackward0>)
tensor(2.7694, grad_fn=<MseLossBackward0>)
tensor(52.0252, grad_fn=<MseLossBackward0>)
tensor(3.1029, grad_fn=<MseLossBackward0>)
tensor(6.1074, grad_fn=<MseLossBackward0>)
tensor(8.1478, grad_fn=<MseLossBackward0>)
tensor(15.5874, grad_fn=<MseLossBackward0>)
tensor(39.4966, grad_fn=<MseLossBackward0>)
tensor(13.0824, grad_fn=<MseLossBackward0>)
tensor(67.6147, grad_fn=<MseLossBackward0>)
tensor(43.5169, grad_fn=<MseLossBackward0>)
Episode 38 Mean Rewards -158.66 Epsilon 0.8224115144673114		tensor(19.4603, grad_fn=<MseLossBackward0>)
tensor(1.8890, grad_fn=<MseLossBackward0>)
tensor(17.5420, grad_fn=<MseLossBackward0>)
tensor(61.8528, grad_fn=<MseLossBackward0>)
tensor(28.9888, grad_fn=<MseLossBackward0>)
tensor(62.7971, grad_fn=<MseLossBackward0>)
tensor(140.2711, grad_fn=<MseLossBackward0>)
tensor(3.8931, grad_fn=<MseLossBackward0>)
tensor(43.3408, grad_fn=<MseLossBackward0>)
tensor(49.3250, grad_fn=<MseLossBackward0>)
tensor(1.0058, grad_fn=<MseLossBackward0>)
tensor(139.1945, grad_fn=<MseLossBackward0>)
tensor(6.1891, grad_fn=<MseLossBackward0>)
tensor(0.9295, grad_fn=<MseLossBackward0>)
tensor(166.0594, grad_fn=<MseLossBackward0>)
tensor(39.4614, grad_fn=<MseLossBackward0>)
tensor(2.6881, grad_fn=<MseLossBackward0>)
tensor(3.6305, grad_fn=<MseLossBackward0>)
tensor(7.5632, grad_fn=<MseLossBackward0>)
tensor(106.1175, grad_fn=<MseLossBackward0>)
tensor(73.5584, grad_fn=<MseLossBackward0>)
tensor(1.3051, grad_fn=<MseLossBackward0>)
tensor(29.2029, grad_fn=<MseLossBackward0>)
tensor(109.8462, grad_fn=<MseLossBackward0>)
tensor(1.8005, grad_fn=<MseLossBackward0>)
tensor(84.3556, grad_fn=<MseLossBackward0>)
tensor(67.0819, grad_fn=<MseLossBackward0>)
tensor(96.6123, grad_fn=<MseLossBackward0>)
tensor(4.5778, grad_fn=<MseLossBackward0>)
tensor(51.2073, grad_fn=<MseLossBackward0>)
tensor(1.5405, grad_fn=<MseLossBackward0>)
tensor(77.3973, grad_fn=<MseLossBackward0>)
tensor(111.4815, grad_fn=<MseLossBackward0>)
tensor(61.3130, grad_fn=<MseLossBackward0>)
tensor(1.2632, grad_fn=<MseLossBackward0>)
tensor(22.3301, grad_fn=<MseLossBackward0>)
tensor(248.1383, grad_fn=<MseLossBackward0>)
tensor(40.8420, grad_fn=<MseLossBackward0>)
tensor(14.0900, grad_fn=<MseLossBackward0>)
tensor(4.0687, grad_fn=<MseLossBackward0>)
tensor(56.9746, grad_fn=<MseLossBackward0>)
tensor(168.1273, grad_fn=<MseLossBackward0>)
tensor(151.5227, grad_fn=<MseLossBackward0>)
tensor(3.8329, grad_fn=<MseLossBackward0>)
tensor(3.2518, grad_fn=<MseLossBackward0>)
tensor(2.7340, grad_fn=<MseLossBackward0>)
tensor(49.2957, grad_fn=<MseLossBackward0>)
tensor(5.2327, grad_fn=<MseLossBackward0>)
tensor(38.9340, grad_fn=<MseLossBackward0>)
tensor(2.4620, grad_fn=<MseLossBackward0>)
tensor(3.6739, grad_fn=<MseLossBackward0>)
tensor(27.6600, grad_fn=<MseLossBackward0>)
tensor(15.3064, grad_fn=<MseLossBackward0>)
tensor(17.2818, grad_fn=<MseLossBackward0>)
tensor(49.4364, grad_fn=<MseLossBackward0>)
tensor(61.5712, grad_fn=<MseLossBackward0>)
tensor(2.5555, grad_fn=<MseLossBackward0>)
tensor(61.0915, grad_fn=<MseLossBackward0>)
